"ts","x","y","z"
6.411273308E1,-9.362281036E0,-8.936416626E-1,2.154769135E0
6.412278108E1,-9.982142029E0,-1.188079376E0,1.463356934E0
6.413282908E1,-1.106394241E1,-1.750459900E0,6.083349609E-1
6.414287808E1,-1.294343399E1,-2.681673431E0,-8.198451233E-1
6.415292608E1,-1.533815414E1,-3.464844818E0,-2.835553436E0
6.416297408E1,-1.700613556E1,-3.213367767E0,-3.364703064E0
6.417302208E1,-1.742975464E1,-1.403481445E0,-1.991009674E0
6.418307008E1,-1.739906845E1,1.077609100E0,-8.783734131E-1
6.419311908E1,-1.652877823E1,3.055146790E0,-4.216731262E-1
6.420316708E1,-1.473550735E1,3.795357513E0,-6.300398254E-1
6.421321508E1,-1.252819748E1,3.463796997E0,-1.174457703E0
6.422326346E1,-1.015308655E1,2.822231140E0,-1.500629425E0
6.423331146E1,-7.873776398E0,2.110610962E0,-1.432371368E0
6.424335946E1,-5.923781433E0,1.271905060E0,-1.093027039E0
6.425340846E1,-4.746329956E0,2.520758057E-1,-6.465055847E-1
6.426345646E1,-4.682562561E0,-1.041534119E0,-2.646496582E-1
6.427350446E1,-5.529052277E0,-2.558329926E0,2.490820312E-1
6.428355246E1,-6.716383209E0,-3.980522461E0,6.230044556E-1
6.429360046E1,-8.376580811E0,-4.734953613E0,6.194119263E-1
6.430364946E1,-1.025682083E1,-4.353696442E0,2.718347168E-1
6.431369746E1,-1.170969955E1,-3.025807800E0,-1.285826111E-1
6.432374546E1,-1.253448441E1,-1.331630859E0,-1.332229614E-2
6.433379346E1,-1.242266693E1,1.924996948E-1,4.017645264E-1
6.434384146E1,-1.182540894E1,1.248403931E0,5.962101746E-1
6.435388946E1,-1.099328934E1,1.899549866E0,5.929170227E-1
6.436393846E1,-1.011012589E1,2.053878937E0,4.308041382E-1
6.437398646E1,-9.270970917E0,1.806892548E0,2.942880249E-1
6.438403446E1,-8.415948944E0,1.356030121E0,2.164498901E-1
6.439408246E1,-7.471862183E0,9.135502625E-1,2.528242493E-1
6.440413046E1,-6.866820374E0,7.155120850E-1,4.119433594E-1
6.441417946E1,-6.323300629E0,5.951623535E-1,5.519023132E-1
6.442422746E1,-6.137686615E0,6.614744568E-1,6.706054688E-1
6.443427546E1,-6.424639893E0,7.740403748E-1,7.542814636E-1
6.444432346E1,-6.935078430E0,8.199948120E-1,8.096662903E-1
6.445437146E1,-7.484436035E0,8.333171082E-1,7.899073792E-1
6.446442046E1,-8.043972473E0,8.508306885E-1,7.755372620E-1
6.447446846E1,-8.539591827E0,8.514294434E-1,7.969427490E-1
6.448451646E1,-8.830736389E0,8.243357849E-1,8.343649292E-1
6.449456446E1,-8.975485382E0,7.740403748E-1,9.277706909E-1
6.450461246E1,-9.042396240E0,7.297325134E-1,1.197509766E0
6.451466046E1,-9.072633362E0,6.538403320E-1,1.568887482E0
6.452470946E1,-9.154662781E0,4.897814941E-1,1.945354614E0
6.453475746E1,-9.263037415E0,2.574645996E-1,2.210153961E0
6.454480546E1,-9.381740570E0,-3.412902832E-2,2.277813263E0
6.455485346E1,-9.487720184E0,-3.308120728E-1,2.205363922E0
6.456490146E1,-9.583520966E0,-4.578977966E-1,2.055974579E0
6.457495046E1,-9.604178009E0,-3.728746033E-1,1.912872162E0
6.458499846E1,-9.642498322E0,-5.089416504E-2,2.026934967E0
6.459504646E1,-9.654623108E0,4.297563171E-1,2.083816681E0
6.460509446E1,-9.836195526E0,1.022972717E0,1.916015625E0
6.461514246E1,-1.039258850E1,1.716779938E0,1.518891449E0
6.462519146E1,-1.149354904E1,2.623145142E0,7.183561707E-1
6.463523946E1,-1.347123642E1,3.958518219E0,-6.161187744E-1
6.464528746E1,-1.626607452E1,5.819747772E0,-2.077230377E0
6.465533546E1,-1.889326126E1,7.185357971E0,-2.529589691E0
6.466538346E1,-1.875614639E1,6.015690308E0,-2.026485901E0
6.467543146E1,-1.657593018E1,1.760638733E0,-7.713459778E-1
6.468548046E1,-1.505943375E1,-2.248474274E0,-5.602848816E-1
6.469552846E1,-1.372211472E1,-4.113146667E0,-8.457412720E-1
6.470557646E1,-1.136481674E1,-3.866609344E0,-4.587959290E-1
6.471562446E1,-8.969946899E0,-2.933300171E0,-2.784210205E-2
6.472567246E1,-7.507039032E0,-1.911075897E0,-4.796026611E-1
6.473572146E1,-6.866520996E0,-5.752537537E-1,-1.275796967E0
6.474576946E1,-6.404132538E0,9.647438049E-1,-1.676064606E0
6.475581746E1,-6.097869415E0,2.305805054E0,-1.773961029E0
6.476586546E1,-6.434818726E0,3.234174500E0,-1.743723907E0
6.477591346E1,-7.307803345E0,3.734434204E0,-1.509760437E0
6.478596146E1,-8.423732758E0,3.851939850E0,-1.512604523E0
6.479601046E1,-9.510622559E0,3.681145020E0,-1.647324371E0
6.480605846E1,-9.968220978E0,3.194656677E0,-1.393152924E0
6.481610646E1,-1.014964371E1,2.498753815E0,-6.837780762E-1
6.482615446E1,-1.043959076E1,1.707648926E0,7.753875732E-2
6.483620246E1,-1.001282822E1,8.006849670E-1,4.574487305E-1
6.484625146E1,-9.275461578E0,-8.442443848E-2,3.900888062E-1
6.485629946E1,-8.697363739E0,-7.659571838E-1,2.017803955E-1
6.486634746E1,-8.239615631E0,-1.127455444E0,3.712280273E-2
6.487639546E1,-8.033194885E0,-1.256936188E0,-6.571334839E-2
6.488644346E1,-7.936945038E0,-1.128503265E0,-1.363664246E-1
6.489649246E1,-7.712112579E0,-8.586145020E-1,-1.737886047E-1
6.490654046E1,-7.719297638E0,-6.393205261E-1,-1.592687988E-1
6.491658846E1,-7.570656738E0,-6.084846497E-1,-2.932402039E-1
6.492663646E1,-7.600594482E0,-6.976991272E-1,-3.242257690E-1
6.493668446E1,-7.893385620E0,-7.548802185E-1,-8.696914673E-2
6.494673246E1,-8.396788788E0,-7.707472229E-1,2.511776733E-1
6.495678146E1,-9.025182037E0,-8.292755127E-1,6.253994751E-1
6.496682946E1,-9.485325165E0,-8.813671875E-1,9.425898743E-1
6.497687746E1,-9.835147705E0,-9.062155151E-1,1.213975525E0
6.498692546E1,-1.004920258E1,-9.171427917E-1,1.452429657E0
6.499697346E1,-1.004441254E1,-9.282197571E-1,1.651515656E0
6.500702246E1,-9.790540466E0,-9.174421692E-1,1.842368774E0
6.501707046E1,-9.304201813E0,-8.478369141E-1,2.023941193E0
6.502711846E1,-8.917106781E0,-6.831793213E-1,2.086211700E0
6.503716646E1,-8.736582184E0,-5.026547241E-1,2.151775360E0
6.504721446E1,-8.710835724E0,-3.585044861E-1,2.144290924E0
6.505726346E1,-8.789272614E0,-2.085163879E-1,2.081421661E0
6.506731146E1,-8.977431335E0,-1.333726501E-1,2.061363373E0
6.507735946E1,-9.102421417E0,-7.753875732E-2,2.127226410E0
6.508740746E1,-9.072333984E0,-3.817062378E-2,2.087109833E0
6.509745546E1,-9.030570831E0,-7.918533325E-2,1.842368774E0
6.510750346E1,-9.012308807E0,-2.890489197E-1,1.511856079E0
6.511755246E1,-9.061406708E0,-6.750961304E-1,1.374142456E0
6.512760046E1,-9.437125397E0,-1.177750854E0,1.498084717E0
6.513764846E1,-1.038719971E1,-1.666933594E0,1.461860046E0
6.514769646E1,-1.188094345E1,-2.160906372E0,1.351240082E0
6.515774446E1,-1.377076355E1,-2.711611176E0,1.270857239E-1
6.516779346E1,-1.615605331E1,-2.532583466E0,-2.481988678E0
6.517784146E1,-1.788870026E1,-9.042695618E-1,-2.739752655E0
6.518788946E1,-1.823507996E1,1.300046539E0,-1.441502380E0
6.519793746E1,-1.775218414E1,2.771486664E0,-1.010548553E0
6.520798546E1,-1.627146332E1,3.014880524E0,-1.068777466E0
6.521803446E1,-1.420740555E1,2.315983887E0,-1.326391754E0
6.522808225E1,-1.160207336E1,1.378633118E0,-1.655856628E0
6.523813025E1,-8.570577393E0,6.965016174E-1,-1.696721649E0
6.524817825E1,-6.146218872E0,1.535806274E-1,-1.493444366E0
6.525822625E1,-4.761149139E0,-3.854484558E-1,-1.213676147E0
6.526827425E1,-4.175566864E0,-1.131497040E0,-9.812095642E-1
6.527832325E1,-4.578379211E0,-1.985321503E0,-6.087840271E-1
6.528837125E1,-5.608087921E0,-2.663860474E0,-1.109193420E-1
6.529841925E1,-7.128925323E0,-3.198398895E0,7.978408813E-2
6.530846725E1,-9.071735229E0,-3.487447815E0,-1.366658020E-1
6.531851525E1,-1.131317413E1,-3.142115936E0,-5.294490051E-1
6.532856425E1,-1.296678543E1,-2.051483917E0,-7.243437195E-1
6.533861225E1,-1.369756577E1,-6.520440674E-1,-4.152365112E-1
6.534866025E1,-1.336705307E1,5.295986938E-1,6.017486572E-2
6.535870825E1,-1.251996460E1,1.210083618E0,2.797682190E-1
6.536875625E1,-1.156779465E1,1.437610474E0,3.297642517E-1
6.537880525E1,-1.057820251E1,1.334774323E0,3.418890381E-1
6.538885325E1,-9.492360535E0,9.357041931E-1,2.984793091E-1
6.539890125E1,-8.289611664E0,3.945794678E-1,1.091230774E-1
6.540894925E1,-6.946155396E0,-8.936416626E-2,-9.520202637E-2
6.541899725E1,-5.958509216E0,-3.635939026E-1,-6.092330933E-2
6.542904525E1,-5.382656708E0,-3.966751099E-1,1.047821045E-1
6.543909425E1,-5.446573792E0,-2.074685669E-1,2.475851440E-1
6.544914225E1,-6.139931946E0,9.834548950E-2,5.086422729E-1
6.545919025E1,-7.043003998E0,3.279679871E-1,7.740403748E-1
6.546923825E1,-8.067323914E0,4.140390015E-1,1.003812561E0
6.547928625E1,-8.917106781E0,3.796105957E-1,1.066083069E0
6.548933525E1,-9.449399872E0,3.408412170E-1,1.050066376E0
6.549938325E1,-9.631720734E0,3.212319946E-1,1.013392639E0
6.550943125E1,-9.535919952E0,2.748284912E-1,1.061293030E0
6.551947925E1,-9.365723877E0,1.833686829E-1,1.407373352E0
6.552952725E1,-9.259594574E0,4.640350342E-2,1.848356323E0
6.553957625E1,-9.322763214E0,-2.152523804E-1,2.048789520E0
6.554962425E1,-9.410331116E0,-5.508544922E-1,2.093396759E0
6.555967225E1,-9.443711700E0,-7.797285461E-1,2.052531738E0
6.556972025E1,-9.378896484E0,-8.448431396E-1,1.884281616E0
6.557976825E1,-9.304501190E0,-6.759942627E-1,1.750759277E0
6.558981725E1,-9.292825470E0,-1.769320679E-1,1.705702972E0
6.559986525E1,-9.301507416E0,4.799020386E-1,1.823807373E0
6.560991325E1,-9.300010529E0,1.132993927E0,1.969454498E0
6.561996125E1,-9.492360535E0,1.712438965E0,2.178869019E0
6.563000925E1,-9.959988098E0,2.149380341E0,2.293680267E0
6.564005725E1,-1.069076843E1,2.610421600E0,1.743274841E0
6.565010625E1,-1.213481552E1,3.172652435E0,3.808081055E-1
6.566015425E1,-1.437730225E1,3.991898804E0,-9.687854004E-1
6.567020225E1,-1.720821533E1,5.215454407E0,-2.289638672E0
6.568025025E1,-1.891601395E1,5.667664032E0,-2.939587097E0
6.569029825E1,-1.744098129E1,3.607647858E0,-2.420765991E0
6.570034725E1,-1.499177444E1,2.808160400E-1,-9.943821716E-1
6.571039525E1,-1.334609665E1,-1.970053253E0,-4.141886902E-1
6.572044325E1,-1.124761047E1,-2.714155884E0,-5.628295898E-2
6.573049125E1,-9.110055542E0,-2.766546936E0,3.486250305E-1
6.574053925E1,-7.537425842E0,-2.648592224E0,2.158511353E-1
6.575058825E1,-6.569538574E0,-2.179467773E0,-6.566844177E-1
6.576063625E1,-5.987099762E0,-1.177301788E0,-1.760788422E0
6.577068425E1,-5.779331818E0,2.754272461E-1,-2.431543579E0
6.578073225E1,-6.112538910E0,1.812431030E0,-2.468067627E0
6.579078025E1,-7.211553497E0,3.136278076E0,-2.038910065E0
6.580082825E1,-8.566835175E0,4.051175537E0,-1.490749969E0
6.581087725E1,-9.929002533E0,4.264781342E0,-1.230291595E0
6.582092525E1,-1.090242828E1,3.754193115E0,-1.107397156E0
6.583097325E1,-1.112426697E1,2.859803009E0,-7.920030212E-1
6.584102125E1,-1.115615067E1,1.874701538E0,-3.517684937E-1
6.585106925E1,-1.065529221E1,8.449928284E-1,8.158035278E-2
6.586111825E1,-9.804162140E0,-9.205856323E-2,3.132984924E-1
6.587116625E1,-8.986262970E0,-8.918453979E-1,4.221221924E-1
6.588121425E1,-8.335715790E0,-1.452130280E0,4.013154602E-1
6.589126225E1,-8.017776947E0,-1.662442932E0,2.733316040E-1
6.590131025E1,-7.903115387E0,-1.594334564E0,1.505868530E-1
6.591135925E1,-7.817493439E0,-1.295855255E0,1.775308228E-1
6.592140725E1,-7.742349701E0,-8.747808838E-1,2.624043274E-1
6.593145525E1,-7.572303314E0,-5.405259705E-1,3.537144470E-1
6.594150325E1,-7.627239075E0,-3.409909058E-1,5.063969421E-1
6.595155125E1,-7.840695190E0,-3.507206726E-1,7.077282715E-1
6.596159925E1,-8.228838043E0,-4.478686523E-1,8.993298340E-1
6.597164825E1,-8.739725647E0,-5.941145325E-1,1.105301514E0
6.598169625E1,-9.120234375E0,-7.415579224E-1,1.298100586E0
6.599174425E1,-9.356443176E0,-8.684939575E-1,1.470242615E0
6.600179225E1,-9.334289246E0,-9.425898743E-1,1.598675537E0
6.601184025E1,-9.263037415E0,-1.004111938E0,1.822011108E0
6.602188925E1,-9.180708618E0,-1.113384705E0,2.023192749E0
6.603193725E1,-9.177265778E0,-1.134790192E0,2.110760651E0
6.604198525E1,-9.136251068E0,-1.085991669E0,2.093845825E0
6.605203325E1,-9.291777649E0,-9.430389404E-1,2.064357147E0
6.606208125E1,-9.377549286E0,-7.683522034E-1,2.165397034E0
6.607213025E1,-9.402696991E0,-6.042933655E-1,2.399959259E0
6.608217825E1,-9.383536835E0,-5.071453857E-1,2.593806152E0
6.609222625E1,-9.273815002E0,-5.662724304E-1,2.642904053E0
6.610227425E1,-9.121880951E0,-7.354206848E-1,2.586321716E0
6.611232225E1,-9.031319275E0,-9.313632202E-1,2.457739105E0
6.612237125E1,-8.997489624E0,-1.100361786E0,2.314636688E0
6.613241925E1,-9.139993286E0,-1.202299805E0,2.299967194E0
6.614246725E1,-9.449100494E0,-1.162931671E0,2.268532562E0
6.615251525E1,-1.036444702E1,-1.171613617E0,2.180216217E0
6.616256325E1,-1.194111832E1,-1.555116119E0,1.373843079E0
6.617261125E1,-1.427057419E1,-2.328258362E0,-1.326092377E0
6.618266025E1,-1.668295761E1,-2.609822845E0,-3.403622131E0
6.619270825E1,-1.771625885E1,-1.702409821E0,-2.240241394E0
6.620275625E1,-1.787627609E1,2.556683350E-1,-1.329086151E0
6.621280425E1,-1.718441483E1,2.030527496E0,-1.419348450E0
6.622285225E1,-1.553200104E1,2.771037598E0,-1.687740326E0
6.623290121E1,-1.336585556E1,2.574645996E0,-1.842219086E0
6.624294921E1,-1.077624069E1,2.186802521E0,-1.725761261E0
6.625299721E1,-8.145611115E0,1.732048187E0,-1.302740936E0
6.626304521E1,-6.213728485E0,9.172924805E-1,-7.777825928E-1
6.627309321E1,-5.177583160E0,-1.038839722E-1,-3.927832031E-1
6.628314221E1,-4.985532532E0,-1.275946655E0,-2.239343262E-1
6.629319021E1,-5.642965393E0,-2.660866699E0,-3.742218018E-2
6.630323821E1,-6.924749908E0,-3.995491333E0,1.631607056E-1
6.631328621E1,-8.459358673E0,-4.748425598E0,2.625540161E-1
6.632333421E1,-1.041803558E1,-4.398603058E0,8.502319336E-2
6.633338221E1,-1.198602493E1,-2.985541534E0,-2.098635864E-1
6.634343121E1,-1.265573227E1,-1.037791901E0,-2.073188782E-1
6.635347921E1,-1.223256226E1,6.689588928E-1,5.373825073E-2
6.636352721E1,-1.126033401E1,1.602866821E0,2.715353394E-1
6.637357521E1,-1.040142014E1,1.873204651E0,3.008743286E-1
6.638362321E1,-9.676477661E0,1.726360016E0,3.215313721E-1
6.639367221E1,-8.921896820E0,1.284029846E0,3.487747192E-1
6.640372021E1,-8.157286835E0,7.511380005E-1,3.336561584E-1
6.641376821E1,-7.594307556E0,2.417472839E-1,2.722837830E-1
6.642381621E1,-7.284152527E0,-4.819976807E-2,4.517605591E-1
6.643386421E1,-7.112160187E0,-6.227050781E-2,5.921685791E-1
6.644391321E1,-7.188501434E0,4.086502075E-2,7.243437195E-1
6.645396121E1,-7.458839264E0,1.823208618E-1,7.978408813E-1
6.646400921E1,-7.716453552E0,2.570155334E-1,8.660989380E-1
6.647405721E1,-7.987539825E0,3.600013733E-1,9.309141541E-1
6.648410521E1,-8.189020844E0,4.490661621E-1,9.924362183E-1
6.649415321E1,-8.292755127E0,5.477110291E-1,1.011147308E0
6.650420221E1,-8.319848785E0,6.149212646E-1,1.021775208E0
6.651425021E1,-8.337212677E0,6.460565186E-1,1.074166260E0
6.652429821E1,-8.529412994E0,6.598278809E-1,1.266665955E0
6.653434621E1,-8.819210358E0,5.786965942E-1,1.561253357E0
6.654439421E1,-9.134754181E0,4.144880676E-1,1.773062897E0
6.655444321E1,-9.476493530E0,2.778222656E-1,1.988315277E0
6.656449121E1,-9.757758636E0,1.511856079E-1,2.208058319E0
6.657453921E1,-9.989177399E0,1.287322998E-2,2.280507660E0
6.658458721E1,-1.005593857E1,-8.202941895E-2,2.322869568E0
6.659463521E1,-9.930948486E0,-6.466552734E-2,2.291434937E0
6.660468421E1,-9.724827118E0,7.694000244E-2,2.292482758E0
6.661473221E1,-9.536518707E0,3.948788452E-1,2.296224976E0
6.662478021E1,-9.558822327E0,8.393046570E-1,2.303859100E0
6.663482821E1,-9.942624207E0,1.334325256E0,2.064506836E0
6.664487621E1,-1.083282303E1,1.913770294E0,1.211580505E0
6.665492521E1,-1.236189331E1,2.784060516E0,-3.273692322E-1
6.666497321E1,-1.458896210E1,4.168082428E0,-1.850901031E0
6.667502121E1,-1.672472076E1,5.416037292E0,-1.945504303E0
6.668506921E1,-1.678459625E1,4.957989807E0,-7.735913086E-1
6.669511721E1,-1.527797928E1,2.234104156E0,1.836680603E-1
6.670516521E1,-1.403406601E1,-9.355545044E-1,4.827461243E-1
6.671521421E1,-1.206296494E1,-2.821931763E0,-3.068618774E-2
6.672526221E1,-9.929900665E0,-3.406615906E0,-2.139051819E-1
6.673531021E1,-8.114775238E0,-3.198398895E0,1.589694214E-1
6.674535821E1,-7.153474274E0,-2.584675140E0,-3.200344849E-1
6.675540621E1,-7.182663574E0,-1.414708099E0,-1.521885223E0
6.676545521E1,-7.758216705E0,2.713856506E-1,-2.163151703E0
6.677550321E1,-8.479866028E0,2.063908081E0,-2.027533722E0
6.678555121E1,-9.355245667E0,3.614084473E0,-1.663790131E0
6.679559921E1,-1.053359528E1,4.547094269E0,-1.513203278E0
6.680564721E1,-1.148127457E1,4.478836212E0,-1.514999542E0
6.681569621E1,-1.192150909E1,3.700454865E0,-1.381177826E0
6.682574421E1,-1.170146667E1,2.771486664E0,-8.484356689E-1
6.683579221E1,-1.122485779E1,2.127076721E0,2.320175171E-2
6.684584021E1,-1.053718781E1,1.643582153E0,7.924520874E-1
6.685588821E1,-9.487420807E0,9.876461792E-1,1.161584473E0
6.686593721E1,-8.669970703E0,1.743873596E-1,1.160087585E0
6.687598521E1,-7.890242157E0,-5.873785400E-1,6.634204102E-1
6.688603321E1,-7.494914246E0,-1.192270660E0,2.751278687E-1
6.689608121E1,-7.157366180E0,-1.509461060E0,-4.490661621E-3
6.690612921E1,-6.947053528E0,-1.365011444E0,-6.436614990E-2
6.691617721E1,-6.654112701E0,-1.021326141E0,-2.874023438E-2
6.692622621E1,-6.275100861E0,-7.304809570E-1,-1.407073975E-2
6.693627421E1,-6.207740936E0,-5.435197449E-1,1.257385254E-1
6.694632221E1,-6.606661377E0,-5.447172546E-1,3.746708679E-1
6.695637021E1,-7.212900696E0,-7.400610352E-1,6.897656250E-1
6.696641821E1,-8.029003601E0,-9.681866455E-1,9.235794067E-1
6.697646721E1,-8.814420319E0,-1.216220856E0,1.108444977E0
6.698651521E1,-9.382339325E0,-1.479373627E0,1.333876190E0
6.699656321E1,-9.782008209E0,-1.610800323E0,1.570983124E0
6.700661121E1,-9.995464325E0,-1.552571411E0,1.816322937E0
6.701665921E1,-1.007165588E1,-1.352138214E0,2.134860535E0
6.702670821E1,-9.937534790E0,-1.080602875E0,2.391277313E0
6.703675621E1,-9.770332489E0,-9.168434143E-1,2.486179962E0
6.704680421E1,-9.627529449E0,-7.768844604E-1,2.446213074E0
6.705685221E1,-9.398056641E0,-5.932164001E-1,2.518063660E0
6.706690021E1,-9.147178345E0,-4.215234375E-1,2.840343475E0
6.707694921E1,-8.940907288E0,-3.159928894E-1,3.118614807E0
6.708699721E1,-8.815019073E0,-3.053649902E-1,3.139870605E0
6.709704521E1,-8.845705261E0,-3.225791931E-1,2.931803284E0
6.710709321E1,-8.935518494E0,-2.404000854E-1,2.607278137E0
6.711714121E1,-9.042396240E0,-6.990463257E-2,2.197729797E0
6.712718921E1,-9.361981659E0,-1.016386414E-1,1.547032928E0
6.713723821E1,-1.035786072E1,-6.364764404E-1,6.420149231E-1
6.714728621E1,-1.210757217E1,-1.720671844E0,-7.738906860E-1
6.715733421E1,-1.414348846E1,-2.831362152E0,-2.285896454E0
6.716738221E1,-1.572704544E1,-2.950664062E0,-2.449206848E0
6.717743021E1,-1.687261322E1,-1.347198486E0,-1.540596313E0
6.718747921E1,-1.691946579E1,1.229094086E0,-7.149133301E-1
6.719752721E1,-1.579186066E1,3.241359558E0,-6.358776855E-1
6.720757521E1,-1.390608215E1,3.634292450E0,-1.044976959E0
6.721762321E1,-1.156360336E1,2.971620483E0,-1.150208130E0
6.722767183E1,-9.504784698E0,1.983974304E0,-9.000782776E-1
6.723772083E1,-7.882158966E0,7.539820862E-1,-5.430706787E-1
6.724776883E1,-6.856342163E0,-6.848258972E-1,-2.320175171E-1
6.725781683E1,-6.633006592E0,-2.167043610E0,9.909393311E-2
6.726786483E1,-7.050338745E0,-3.483106842E0,3.600013733E-1
6.727791283E1,-7.704328766E0,-4.365671539E0,3.600013733E-1
6.728796183E1,-8.893306274E0,-4.654870148E0,7.484436035E-3
6.729800983E1,-1.054646851E1,-4.143234100E0,-3.757186890E-1
6.730805783E1,-1.218331467E1,-2.982248383E0,-5.905220032E-1
6.731810583E1,-1.314820816E1,-1.500629425E0,-3.046165466E-1
6.732815383E1,-1.325927719E1,-9.145980835E-2,2.456391907E-1
6.733820283E1,-1.255035141E1,9.571096802E-1,6.881190491E-1
6.734825083E1,-1.143876297E1,1.567540283E0,8.598120117E-1
6.735829883E1,-1.033570679E1,1.789079590E0,9.038204956E-1
6.736834683E1,-9.146878967E0,1.620679779E0,8.439450073E-1
6.737839483E1,-8.344996490E0,1.234931946E0,7.273374939E-1
6.738844283E1,-7.561076660E0,7.538323975E-1,6.122268677E-1
6.739849183E1,-6.803202667E0,3.332070923E-1,4.842430115E-1
6.740853983E1,-6.108946381E0,7.544311523E-2,3.796105957E-1
6.741858783E1,-5.585185547E0,4.760101318E-2,3.400927734E-1
6.742863583E1,-5.438939667E0,1.959425354E-1,3.571572876E-1
6.743868383E1,-5.764512634E0,4.323010254E-1,5.037025452E-1
6.744873283E1,-6.393953705E0,6.982978821E-1,5.942642212E-1
6.745878083E1,-7.104076996E0,9.511221313E-1,6.536906433E-1
6.746882883E1,-7.890242157E0,1.063388672E0,7.399113464E-1
6.747887683E1,-8.574918365E0,1.132694550E0,8.162525940E-1
6.748892483E1,-9.126221924E0,1.178948364E0,9.728269958E-1
6.749897383E1,-9.591753845E0,1.196162567E0,1.297202454E0
6.750902183E1,-9.931846619E0,1.155896301E0,1.597777405E0
6.751906983E1,-1.011102402E1,1.069076843E0,1.836081848E0
6.752911783E1,-1.016116974E1,9.003776550E-1,2.016157379E0
6.753916583E1,-1.007150620E1,6.083349609E-1,2.187401276E0
6.754921483E1,-9.881850586E0,2.365081787E-1,2.308948517E0
6.755926283E1,-9.647737427E0,-2.335144043E-2,2.374362488E0
6.756931083E1,-9.376501465E0,-6.421646118E-2,2.393073578E0
6.757935883E1,-9.247170410E0,1.936972046E-1,2.333647156E0
6.758940683E1,-9.137298889E0,5.827381897E-1,2.323767700E0
6.759945583E1,-9.234746246E0,9.092092896E-1,2.324815521E0
6.760950383E1,-9.698930969E0,1.230740662E0,2.182611237E0
6.761955183E1,-1.055155792E1,1.709445190E0,1.415157166E0
6.762959983E1,-1.202823715E1,2.528990936E0,1.202000427E-1
6.763964783E1,-1.373004822E1,3.820056152E0,-4.421804810E-1
6.764969583E1,-1.528561340E1,5.050946503E0,-1.793270874E-1
6.765974483E1,-1.637175476E1,4.958289185E0,1.666035461E-1
6.766979283E1,-1.606923386E1,2.946173401E0,2.435435486E-1
6.767984083E1,-1.512065643E1,-1.930984497E-2,2.224374390E-1
6.768988883E1,-1.411160477E1,-2.234253845E0,-3.427871704E-1
6.769993683E1,-1.276545410E1,-3.189567261E0,-6.547384644E-1
6.770998583E1,-1.085647385E1,-2.867437134E0,-7.102729797E-1
6.772003383E1,-9.326655121E0,-2.017055511E0,-8.580157471E-1
6.773008183E1,-8.237819366E0,-9.148974609E-1,-1.010099487E0
6.774012983E1,-7.297325134E0,1.911524963E-1,-1.095721436E0
6.775017783E1,-6.576124878E0,1.052611084E0,-1.620230713E0
6.776022683E1,-6.340664520E0,1.612596588E0,-2.633024597E0
6.777027483E1,-6.604865112E0,2.065554657E0,-3.375480652E0
6.778032283E1,-7.352111206E0,2.579735413E0,-3.094365234E0
6.779037083E1,-8.576564941E0,3.093766479E0,-2.342927856E0
6.780041883E1,-9.905351715E0,3.264860687E0,-1.686393127E0
6.781046783E1,-1.082009949E1,3.019520874E0,-1.078207855E0
6.782051583E1,-1.114896561E1,2.449057159E0,-3.517684937E-1
6.783056383E1,-1.111842911E1,1.616488495E0,2.812651062E-1
6.784061183E1,-1.056637711E1,4.939727783E-1,5.183720398E-1
6.785065983E1,-9.647737427E0,-5.427713013E-1,5.164260864E-1
6.786070783E1,-9.005572815E0,-1.195414124E0,4.782554626E-1
6.787075683E1,-8.540789337E0,-1.429676971E0,3.981719971E-1
6.788080483E1,-8.156388702E0,-1.292562103E0,3.861968994E-1
6.789085283E1,-7.937543793E0,-9.400451660E-1,3.704795837E-1
6.790090083E1,-7.625293121E0,-5.361849976E-1,3.586541748E-1
6.791094883E1,-7.370073853E0,-2.148033142E-1,3.441343689E-1
6.792099783E1,-7.275171204E0,-8.412506104E-2,3.484753418E-1
6.793104583E1,-7.369924164E0,-1.558259583E-1,4.537065125E-1
6.794109383E1,-7.751929779E0,-2.781216431E-1,6.102809143E-1
6.795114183E1,-8.335715790E0,-3.914360046E-1,8.490344238E-1
6.796118983E1,-8.996142426E0,-5.354365540E-1,1.094673615E0
6.797123883E1,-9.517059174E0,-6.812333679E-1,1.272354126E0
6.798128683E1,-9.899064789E0,-7.222480774E-1,1.500479736E0
6.799133483E1,-9.971963196E0,-6.909631348E-1,1.732646942E0
6.800138283E1,-9.814041595E0,-6.168672180E-1,1.865869904E0
6.801143083E1,-9.422904968E0,-5.685177612E-1,1.932032318E0
6.802147983E1,-9.014703827E0,-4.887336731E-1,1.990111542E0
6.803152783E1,-8.763077087E0,-4.439767456E-1,2.038760376E0
6.804157583E1,-8.665779419E0,-2.959346008E-1,2.076032867E0
6.805162383E1,-8.754544830E0,-1.020877075E-1,2.128124542E0
6.806167183E1,-8.958869934E0,6.915618896E-2,2.260000305E0
6.807172083E1,-9.201066284E0,2.448907471E-1,2.507286072E0
6.808176883E1,-9.326206055E0,4.050576782E-1,2.676434326E0
6.809181683E1,-9.395362244E0,4.863386536E-1,2.674039307E0
6.810186483E1,-9.451944580E0,3.510200500E-1,2.506387939E0
6.811191283E1,-9.493258667E0,1.347198486E-2,2.443518677E0
6.812196183E1,-9.594747620E0,-4.589456177E-1,2.205064545E0
6.813200983E1,-1.008572662E1,-1.150806885E0,1.482217712E0
