ts,bdaddress,rssi
33.880189180374146,C0:1C:4D:44:35:40,-88
33.90751886367798,C0:1C:4D:44:32:56,-86
33.92408466339111,C0:1C:4D:47:C6:F6,-96
33.95816659927368,C0:1C:4D:47:40:A3,-94
33.98533344268799,C0:1C:4D:46:0B:63,-95
33.99770379066467,C0:1C:4D:46:4B:57,-85
34.03089761734009,C0:1C:4D:47:67:94,-91
34.055020809173584,C0:1C:4D:47:C8:BD,-91
34.07359719276428,C0:1C:4D:47:40:A3,-91
34.10966730117798,C0:1C:4D:46:4B:57,-85
34.113577127456665,C0:1C:4D:44:35:40,-96
34.114750623703,C0:1C:4D:47:17:D0,-98
34.1163489818573,C0:1C:4D:44:32:56,-100
34.12507510185242,C0:1C:4D:47:C6:F6,-97
34.1295690536499,C0:1C:4D:47:67:94,-92
34.13685870170593,C0:1C:4D:46:13:41,-97
34.14748740196228,C0:1C:4D:44:6F:F0,-92
34.16334652900696,C0:1C:4D:47:40:A3,-88
34.17970871925354,C0:1C:4D:46:0B:63,-97
34.20259976387024,C0:1C:4D:44:7F:46,-99
34.204500675201416,C0:1C:4D:44:D1:F4,-99
34.20692753791809,C0:1C:4D:44:35:40,-89
34.21756148338318,C0:1C:4D:44:32:56,-88
34.235230922698975,C0:1C:4D:47:67:94,-90
34.29461336135864,C0:1C:4D:46:84:EB,-96
34.29657173156738,C0:1C:4D:46:4B:57,-100
34.33591628074646,C0:1C:4D:46:8E:2E,-96
34.33794713020325,C0:1C:4D:44:32:56,-92
34.341023206710815,C0:1C:4D:45:EA:E6,-96
34.352139472961426,C0:1C:4D:45:D6:7F,-102
34.3554151058197,C0:1C:4D:44:6F:F0,-98
34.36787557601929,C0:1C:4D:47:C8:BD,-88
34.389798641204834,C0:1C:4D:47:CF:0A,-91
34.407962799072266,C0:1C:4D:47:B7:9E,-101
34.411279916763306,C0:1C:4D:44:35:40,-92
34.4338583946228,C0:1C:4D:44:32:56,-89
34.44310188293457,C0:1C:4D:47:67:94,-93
34.44548416137695,C0:1C:4D:47:C6:F6,-96
34.457308292388916,C0:1C:4D:44:6F:F0,-95
34.47492074966431,C0:1C:4D:47:C8:BD,-80
34.50563836097717,C0:1C:4D:47:CF:0A,-87
34.51852607727051,C0:1C:4D:46:4B:57,-96
34.52018666267395,C0:1C:4D:45:95:98,-100
34.521711349487305,C0:1C:4D:44:35:40,-88
34.54638385772705,C0:1C:4D:47:67:94,-86
34.5509991645813,C0:1C:4D:46:13:41,-96
34.556530475616455,C0:1C:4D:44:6F:F0,-96
34.58161163330078,C0:1C:4D:47:C8:BD,-79
34.589940547943115,C0:1C:4D:47:40:A3,-98
34.617878437042236,C0:1C:4D:46:4B:57,-97
34.619049072265625,C0:1C:4D:45:55:02,-97
34.620004653930664,C0:1C:4D:44:D1:F4,-99
34.64743375778198,C0:1C:4D:44:32:56,-89
34.66160798072815,C0:1C:4D:46:13:41,-103
34.71915054321289,C0:1C:4D:46:C1:DB,-94
34.75414514541626,C0:1C:4D:44:32:56,-90
34.755966901779175,C0:1C:4D:47:67:94,-91
34.76831340789795,C0:1C:4D:44:6F:F0,-93
34.7882022857666,C0:1C:4D:47:C8:BD,-78
34.82603669166565,C0:1C:4D:45:95:98,-95
34.82734704017639,C0:1C:4D:46:4B:57,-100
34.82975888252258,C0:1C:4D:45:55:02,-98
34.83073806762695,C0:1C:4D:46:84:EB,-96
34.83213448524475,C0:1C:4D:44:35:40,-90
34.84256291389465,C0:1C:4D:47:A8:8E,-91
34.85436153411865,C0:1C:4D:47:67:94,-93
34.857611894607544,C0:1C:4D:44:32:56,-94
34.86402654647827,C0:1C:4D:44:6F:F0,-98
34.891642570495605,C0:1C:4D:47:C8:BD,-84
34.90080142021179,C0:1C:4D:47:40:A3,-94
34.91230320930481,C0:1C:4D:47:CF:0A,-91
34.92454814910889,C0:1C:4D:45:95:98,-95
34.92664408683777,C0:1C:4D:45:55:02,-99
34.93376350402832,C0:1C:4D:44:35:40,-91
34.9375901222229,C0:1C:4D:47:A8:8E,-98
34.95975065231323,C0:1C:4D:47:67:94,-89
34.961968660354614,C0:1C:4D:47:C6:F6,-98
34.982192516326904,C0:1C:4D:44:6F:F0,-94
34.98424506187439,C0:1C:4D:45:EA:E6,-100
35.01434373855591,C0:1C:4D:47:C8:BD,-78
35.01705241203308,C0:1C:4D:47:CF:0A,-92
35.041637659072876,C0:1C:4D:46:4B:57,-93
35.04370474815369,C0:1C:4D:45:95:98,-96
35.04631590843201,C0:1C:4D:46:C1:DB,-96
35.04866003990173,C0:1C:4D:44:35:40,-89
35.05042099952698,C0:1C:4D:47:A8:8E,-98
35.08321189880371,C0:1C:4D:47:67:94,-80
35.08548188209534,C0:1C:4D:44:32:56,-91
35.11160206794739,C0:1C:4D:47:40:A3,-96
35.13718295097351,C0:1C:4D:45:55:02,-100
35.13845419883728,C0:1C:4D:44:D1:F4,-98
35.14425015449524,C0:1C:4D:44:35:40,-97
35.17416954040527,C0:1C:4D:47:67:94,-87
35.17803382873535,C0:1C:4D:45:EA:E6,-101
35.179702281951904,C0:1C:4D:46:13:41,-98
35.18221664428711,C0:1C:4D:44:32:56,-93
35.21310591697693,C0:1C:4D:47:C8:BD,-75
35.24350714683533,C0:1C:4D:45:95:98,-100
35.254902362823486,C0:1C:4D:47:A8:8E,-98
35.25673508644104,C0:1C:4D:44:35:40,-95
35.32613015174866,C0:1C:4D:47:C8:BD,-75
35.32810688018799,C0:1C:4D:47:CF:0A,-97
35.37802243232727,C0:1C:4D:47:67:94,-89
35.380207538604736,C0:1C:4D:47:C6:F6,-100
35.423733711242676,C0:1C:4D:47:C8:BD,-80
35.4540798664093,C0:1C:4D:45:55:02,-101
35.45597314834595,C0:1C:4D:46:84:EB,-96
35.458414793014526,C0:1C:4D:46:4B:57,-90
35.46777701377869,C0:1C:4D:47:A8:8E,-96
35.486292362213135,C0:1C:4D:47:67:94,-88
35.49594449996948,C0:1C:4D:44:6F:F0,-93
35.49905729293823,C0:1C:4D:44:32:56,-90
35.527358531951904,C0:1C:4D:47:C8:BD,-81
35.528605222702026,C0:1C:4D:47:40:A3,-104
35.53265714645386,C0:1C:4D:47:CF:0A,-99
35.56796741485596,C0:1C:4D:46:C1:DB,-97
35.58532953262329,C0:1C:4D:47:67:94,-91
35.58953094482422,C0:1C:4D:45:EA:E6,-100
35.60371160507202,C0:1C:4D:47:C6:F6,-97
35.6099488735199,C0:1C:4D:44:32:56,-90
35.6109824180603,C0:1C:4D:46:13:41,-98
35.63840055465698,C0:1C:4D:47:40:A3,-97
35.65931510925293,C0:1C:4D:45:55:02,-100
35.674553632736206,C0:1C:4D:46:84:EB,-103
35.67607879638672,C0:1C:4D:46:C1:DB,-95
35.677570819854736,C0:1C:4D:47:A8:8E,-96
35.67901968955994,C0:1C:4D:44:35:40,-101
35.703792572021484,C0:1C:4D:44:6F:F0,-92
35.706034898757935,C0:1C:4D:44:32:56,-97
35.73070788383484,C0:1C:4D:47:C8:BD,-74
35.741504430770874,C0:1C:4D:47:CF:0A,-94
35.77559208869934,C0:1C:4D:45:55:02,-97
35.77655029296875,C0:1C:4D:46:4B:57,-90
35.77815651893616,C0:1C:4D:46:84:EB,-91
35.77908778190613,C0:1C:4D:46:C1:DB,-97
35.79714012145996,C0:1C:4D:45:EA:E6,-96
35.81046104431152,C0:1C:4D:44:32:56,-89
35.812235593795776,C0:1C:4D:44:6F:F0,-97
35.827542304992676,C0:1C:4D:46:05:C9,-97
35.83859395980835,C0:1C:4D:47:C8:BD,-72
35.84097504615784,C0:1C:4D:47:40:A3,-98
35.87014031410217,C0:1C:4D:46:4B:57,-98
35.877951860427856,C0:1C:4D:46:84:EB,-94
35.879554986953735,C0:1C:4D:46:C1:DB,-96
35.88464045524597,C0:1C:4D:44:35:40,-95
35.92564511299133,C0:1C:4D:45:EA:E6,-97
35.927852392196655,C0:1C:4D:44:32:56,-97
35.94568872451782,C0:1C:4D:47:C8:BD,-72
35.9467089176178,C0:1C:4D:47:40:A3,-97
35.983484745025635,C0:1C:4D:45:55:02,-98
36.01132678985596,C0:1C:4D:45:EA:E6,-99
36.01818370819092,C0:1C:4D:44:32:56,-88
36.04016423225403,C0:1C:4D:46:13:41,-99
36.080488204956055,C0:1C:4D:46:4B:57,-90
36.08444166183472,C0:1C:4D:46:84:EB,-94
36.09162759780884,C0:1C:4D:44:D1:F4,-95
36.09394717216492,C0:1C:4D:44:35:40,-95
36.114463806152344,C0:1C:4D:47:67:94,-81
36.1219117641449,C0:1C:4D:44:32:56,-91
36.15262579917908,C0:1C:4D:47:C8:BD,-72
36.18178844451904,C0:1C:4D:46:4B:57,-92
36.224036693573,C0:1C:4D:47:67:94,-88
36.22504425048828,C0:1C:4D:45:88:C4,-102
36.2258358001709,C0:1C:4D:44:32:56,-96
36.23341131210327,C0:1C:4D:46:13:41,-100
36.25886607170105,C0:1C:4D:47:C8:BD,-79
36.28635501861572,C0:1C:4D:46:4B:57,-92
36.297297954559326,C0:1C:4D:46:C1:DB,-96
36.30786180496216,C0:1C:4D:47:A8:8E,-95
36.31624746322632,C0:1C:4D:47:67:94,-89
36.339426040649414,C0:1C:4D:46:13:41,-96
36.38587546348572,C0:1C:4D:44:7F:46,-102
36.39378356933594,C0:1C:4D:46:4B:57,-98
36.41697359085083,C0:1C:4D:46:84:EB,-87
36.41932010650635,C0:1C:4D:44:35:40,-92
36.43275690078735,C0:1C:4D:47:A8:8E,-98
36.434890031814575,C0:1C:4D:47:67:94,-84
36.435744762420654,C0:1C:4D:45:88:C4,-97
36.43660378456116,C0:1C:4D:44:32:56,-99
36.441248178482056,C0:1C:4D:44:6F:F0,-96
36.44882154464722,C0:1C:4D:45:D6:7F,-98
36.46122646331787,C0:1C:4D:47:40:A3,-100
36.50792074203491,C0:1C:4D:45:95:98,-94
36.50904583930969,C0:1C:4D:46:4B:57,-98
36.510213136672974,C0:1C:4D:46:84:EB,-94
36.512171268463135,C0:1C:4D:46:C1:DB,-96
36.51457476615906,C0:1C:4D:47:A8:8E,-96
36.524837255477905,C0:1C:4D:47:67:94,-82
36.52690887451172,C0:1C:4D:45:EA:E6,-100
36.53111457824707,C0:1C:4D:45:88:C4,-100
36.54188251495361,C0:1C:4D:44:32:56,-100
36.543336629867554,C0:1C:4D:47:C6:F6,-93
36.54464840888977,C0:1C:4D:44:6F:F0,-100
36.558661222457886,C0:1C:4D:46:13:41,-95
36.59519648551941,C0:1C:4D:47:B7:9E,-99
36.59924030303955,C0:1C:4D:45:95:98,-103
36.608134269714355,C0:1C:4D:46:84:EB,-90
36.63426876068115,C0:1C:4D:45:55:02,-96
36.64602780342102,C0:1C:4D:45:88:C4,-101
36.64725041389465,C0:1C:4D:44:6F:F0,-97
36.64939737319946,C0:1C:4D:46:13:41,-93
36.658945083618164,C0:1C:4D:45:D6:7F,-96
36.69575047492981,C0:1C:4D:47:CF:0A,-98
36.71730828285217,C0:1C:4D:45:95:98,-98
36.71920967102051,C0:1C:4D:44:0F:6C,-98
36.722392320632935,C0:1C:4D:44:35:40,-96
36.730733156204224,C0:1C:4D:47:67:94,-83
36.75949573516846,C0:1C:4D:44:6F:F0,-98
36.76585865020752,C0:1C:4D:45:D6:7F,-99
36.77881193161011,C0:1C:4D:47:C8:BD,-77
36.83541750907898,C0:1C:4D:47:A8:8E,-94
36.85008668899536,C0:1C:4D:46:C1:DB,-94
36.8865761756897,C0:1C:4D:47:C8:BD,-91
36.88848638534546,C0:1C:4D:47:40:A3,-90
36.926676750183105,C0:1C:4D:46:4B:57,-97
36.935075998306274,C0:1C:4D:44:D1:F4,-100
36.93685054779053,C0:1C:4D:45:55:02,-96
36.97098779678345,C0:1C:4D:44:32:56,-96
36.97734522819519,C0:1C:4D:44:6F:F0,-98
36.97835087776184,C0:1C:4D:47:C6:F6,-96
37.02226948738098,C0:1C:4D:47:CF:0A,-94
37.05701994895935,C0:1C:4D:47:A8:8E,-90
37.05798029899597,C0:1C:4D:46:C1:DB,-95
37.059794425964355,C0:1C:4D:47:67:94,-79
37.06080341339111,C0:1C:4D:45:EA:E6,-97
37.062748432159424,C0:1C:4D:44:32:56,-90
37.09344148635864,C0:1C:4D:47:C8:BD,-86
37.10237717628479,C0:1C:4D:47:40:A3,-90
37.13677191734314,C0:1C:4D:47:CF:0A,-96
37.13782024383545,C0:1C:4D:46:84:EB,-91
37.14769220352173,C0:1C:4D:47:A8:8E,-95
37.149179220199585,C0:1C:4D:46:C1:DB,-92
37.15383505821228,C0:1C:4D:47:67:94,-76
37.16139626502991,C0:1C:4D:44:32:56,-89
37.17043209075928,C0:1C:4D:46:13:41,-93
37.19428300857544,C0:1C:4D:47:C8:BD,-81
37.205872774124146,C0:1C:4D:47:40:A3,-92
37.22913908958435,C0:1C:4D:45:95:98,-99
37.26771688461304,C0:1C:4D:46:C1:DB,-92
37.269593238830566,C0:1C:4D:47:67:94,-78
37.27170920372009,C0:1C:4D:44:32:56,-100
37.27346849441528,C0:1C:4D:47:C6:F6,-98
37.28485584259033,C0:1C:4D:44:6F:F0,-96
37.286399841308594,C0:1C:4D:46:13:41,-92
37.34364652633667,C0:1C:4D:46:EE:85,-100
37.345473766326904,C0:1C:4D:44:35:40,-91
37.34715032577515,C0:1C:4D:44:D1:F4,-98
37.349106311798096,C0:1C:4D:46:84:EB,-91
37.35550498962402,C0:1C:4D:47:A8:8E,-98
37.36600351333618,C0:1C:4D:47:67:94,-80
37.367934703826904,C0:1C:4D:44:32:56,-95
37.37817120552063,C0:1C:4D:44:6F:F0,-92
37.37994456291199,C0:1C:4D:46:13:41,-96
37.40400171279907,C0:1C:4D:47:C8:BD,-76
37.44965958595276,C0:1C:4D:44:35:40,-93
37.451303243637085,C0:1C:4D:46:EE:85,-99
37.45208740234375,C0:1C:4D:46:84:EB,-91
37.45546746253967,C0:1C:4D:46:4B:57,-96
37.46620583534241,C0:1C:4D:45:EA:E6,-92
37.48824715614319,C0:1C:4D:47:C6:F6,-100
37.511627197265625,C0:1C:4D:47:C8:BD,-76
37.56725454330444,C0:1C:4D:46:84:EB,-91
37.56922674179077,C0:1C:4D:46:C1:DB,-89
37.57878112792969,C0:1C:4D:45:EA:E6,-96
37.595983266830444,C0:1C:4D:47:67:94,-82
37.59877395629883,C0:1C:4D:47:C6:F6,-100
37.601449966430664,C0:1C:4D:46:13:41,-98
37.612765312194824,C0:1C:4D:47:C8:BD,-81
37.634838819503784,C0:1C:4D:47:40:A3,-94
37.65264630317688,C0:1C:4D:47:CF:0A,-94
37.6665723323822,C0:1C:4D:46:C1:DB,-91
37.670228004455566,C0:1C:4D:46:84:EB,-94
37.68222999572754,C0:1C:4D:45:EA:E6,-100
37.68345403671265,C0:1C:4D:47:67:94,-80
37.716052770614624,C0:1C:4D:47:C8:BD,-85
37.75531983375549,C0:1C:4D:47:CF:0A,-93
37.75978875160217,C0:1C:4D:46:EE:85,-100
37.77284789085388,C0:1C:4D:47:A8:8E,-94
37.77512073516846,C0:1C:4D:46:84:EB,-87
37.82177782058716,C0:1C:4D:47:C8:BD,-83
37.86440587043762,C0:1C:4D:44:D1:F4,-96
37.87389087677002,C0:1C:4D:44:35:40,-98
37.876002073287964,C0:1C:4D:46:C1:DB,-96
37.8875572681427,C0:1C:4D:45:55:02,-100
37.89010524749756,C0:1C:4D:44:32:56,-88
37.89296317100525,C0:1C:4D:47:67:94,-77
37.92042064666748,C0:1C:4D:47:C6:F6,-100
37.927674531936646,C0:1C:4D:47:C8:BD,-86
37.94412899017334,C0:1C:4D:47:40:A3,-90
37.96338653564453,C0:1C:4D:47:CF:0A,-88
37.994624853134155,C0:1C:4D:45:55:02,-97
37.99652814865112,C0:1C:4D:47:67:94,-76
37.99837589263916,C0:1C:4D:44:32:56,-91
38.037230014801025,C0:1C:4D:47:C8:BD,-86
38.06330585479736,C0:1C:4D:45:95:98,-92
38.115649700164795,C0:1C:4D:45:EA:E6,-96
38.116509675979614,C0:1C:4D:44:6F:F0,-102
38.11737322807312,C0:1C:4D:47:67:94,-75
38.11817288398743,C0:1C:4D:44:32:56,-97
38.1235089302063,C0:1C:4D:46:13:41,-94
38.1350359916687,C0:1C:4D:47:C8:BD,-89
38.1542649269104,C0:1C:4D:46:0B:63,-103
38.155648946762085,C0:1C:4D:47:40:A3,-99
38.17166042327881,C0:1C:4D:44:D1:F4,-96
38.17357158660889,C0:1C:4D:47:CF:0A,-96
38.1983687877655,C0:1C:4D:44:0F:6C,-98
38.200156688690186,C0:1C:4D:45:EA:E6,-92
38.20330452919006,C0:1C:4D:47:67:94,-72
38.20977520942688,C0:1C:4D:44:6F:F0,-96
38.218313455581665,C0:1C:4D:45:9B:83,-99
38.22946548461914,C0:1C:4D:46:13:41,-94
38.271477937698364,C0:1C:4D:45:95:98,-98
38.28254294395447,C0:1C:4D:47:CF:0A,-99
38.30284523963928,C0:1C:4D:46:C1:DB,-91
38.306358098983765,C0:1C:4D:46:4B:57,-94
38.30769944190979,C0:1C:4D:45:EA:E6,-97
38.30946183204651,C0:1C:4D:44:6F:F0,-97
38.35925626754761,C0:1C:4D:45:B4:64,-98
38.37039089202881,C0:1C:4D:47:40:A3,-85
38.37191891670227,C0:1C:4D:44:D1:F4,-95
38.392844676971436,C0:1C:4D:47:CF:0A,-87
38.39473557472229,C0:1C:4D:46:C1:DB,-87
38.4141161441803,C0:1C:4D:45:55:02,-97
38.42454552650452,C0:1C:4D:44:32:56,-92
38.42636728286743,C0:1C:4D:46:84:EB,-92
38.42752027511597,C0:1C:4D:47:C6:F6,-98
38.43042731285095,C0:1C:4D:46:13:41,-92
38.45616388320923,C0:1C:4D:47:C8:BD,-82
38.47270059585571,C0:1C:4D:47:40:A3,-85
38.50106406211853,C0:1C:4D:46:C1:DB,-92
38.511382818222046,C0:1C:4D:45:55:02,-100
38.53252720832825,C0:1C:4D:45:EA:E6,-98
38.53373742103577,C0:1C:4D:46:84:EB,-93
38.54231142997742,C0:1C:4D:45:D6:7F,-98
38.579158306121826,C0:1C:4D:47:40:A3,-100
38.58053755760193,C0:1C:4D:44:D1:F4,-98
38.598485708236694,C0:1C:4D:47:CF:0A,-90
38.60603594779968,C0:1C:4D:44:35:40,-93
38.60789465904236,C0:1C:4D:46:C1:DB,-85
38.61866807937622,C0:1C:4D:46:4B:57,-93
38.62132430076599,C0:1C:4D:47:67:94,-80
38.62428879737854,C0:1C:4D:45:EA:E6,-99
38.64786338806152,C0:1C:4D:46:84:EB,-92
38.649288177490234,C0:1C:4D:44:32:56,-95
38.65262460708618,C0:1C:4D:46:13:41,-88
38.696635246276855,C0:1C:4D:45:95:98,-94
38.711448669433594,C0:1C:4D:46:8E:2E,-97
38.71454381942749,C0:1C:4D:46:C1:DB,-86
38.72641372680664,C0:1C:4D:45:55:02,-89
38.72782278060913,C0:1C:4D:47:67:94,-80
38.72959589958191,C0:1C:4D:46:84:EB,-96
38.74144673347473,C0:1C:4D:44:32:56,-87
38.78694033622742,C0:1C:4D:45:B4:64,-98
38.78895044326782,C0:1C:4D:47:40:A3,-90
38.79073977470398,C0:1C:4D:44:D1:F4,-99
38.79737710952759,C0:1C:4D:45:95:98,-92
38.80519247055054,C0:1C:4D:47:CF:0A,-90
38.80930161476135,C0:1C:4D:46:C1:DB,-94
38.815056800842285,C0:1C:4D:46:EE:85,-93
38.81630349159241,C0:1C:4D:44:35:40,-93
38.82205080986023,C0:1C:4D:45:55:02,-92
38.82430934906006,C0:1C:4D:46:4B:57,-93
38.82847309112549,C0:1C:4D:47:67:94,-80
38.83414053916931,C0:1C:4D:46:84:EB,-92
38.85319495201111,C0:1C:4D:46:13:41,-96
38.867262840270996,C0:1C:4D:45:D6:7F,-97
38.86865592002869,C0:1C:4D:47:C8:BD,-80
38.89358401298523,C0:1C:4D:47:40:A3,-86
38.89526653289795,C0:1C:4D:45:B4:64,-98
38.89672088623047,C0:1C:4D:44:D1:F4,-98
38.90685248374939,C0:1C:4D:47:CF:0A,-94
38.95395469665527,C0:1C:4D:47:67:94,-82
38.95922780036926,C0:1C:4D:44:6F:F0,-101
38.9635534286499,C0:1C:4D:47:C6:F6,-96
38.99537658691406,C0:1C:4D:47:40:A3,-93
39.033515214920044,C0:1C:4D:46:C1:DB,-87
39.03465914726257,C0:1C:4D:46:EE:85,-95
39.035475730895996,C0:1C:4D:45:55:02,-96
39.044352293014526,C0:1C:4D:46:84:EB,-93
39.05627965927124,C0:1C:4D:47:C6:F6,-100
39.071818590164185,C0:1C:4D:47:C8:BD,-82
39.10175609588623,C0:1C:4D:47:40:A3,-91
39.10368847846985,C0:1C:4D:44:D1:F4,-97
39.113011837005615,C0:1C:4D:45:95:98,-91
39.11736488342285,C0:1C:4D:47:CF:0A,-92
39.141387939453125,C0:1C:4D:47:67:94,-94
39.14916014671326,C0:1C:4D:46:84:EB,-89
39.150625705718994,C0:1C:4D:44:32:56,-85
39.17285704612732,C0:1C:4D:47:C6:F6,-101
39.17479062080383,C0:1C:4D:45:D6:7F,-100
39.17623209953308,C0:1C:4D:47:C8:BD,-77
39.17869687080383,C0:1C:4D:46:13:41,-92
39.22284197807312,C0:1C:4D:47:CF:0A,-91
39.22631216049194,C0:1C:4D:45:B4:64,-100
39.25026202201843,C0:1C:4D:46:C1:DB,-96
39.257179975509644,C0:1C:4D:44:0F:6C,-95
39.25806427001953,C0:1C:4D:47:67:94,-80
39.2587890625,C0:1C:4D:44:32:56,-89
39.27429008483887,C0:1C:4D:47:C8:BD,-86
39.306450843811035,C0:1C:4D:47:40:A3,-89
39.32660722732544,C0:1C:4D:45:95:98,-91
39.34190845489502,C0:1C:4D:46:EE:85,-94
39.34369158744812,C0:1C:4D:44:35:40,-94
39.348297357559204,C0:1C:4D:46:4B:57,-94
39.35788655281067,C0:1C:4D:47:67:94,-83
39.36364197731018,C0:1C:4D:46:84:EB,-95
39.36653709411621,C0:1C:4D:44:6F:F0,-96
39.38006806373596,C0:1C:4D:47:C8:BD,-80
39.40868806838989,C0:1C:4D:47:40:A3,-85
39.41034555435181,C0:1C:4D:44:D1:F4,-93
39.421250104904175,C0:1C:4D:45:95:98,-97
39.446202754974365,C0:1C:4D:47:CF:0A,-89
39.44757533073425,C0:1C:4D:46:8E:2E,-98
39.4509060382843,C0:1C:4D:47:67:94,-84
39.45245409011841,C0:1C:4D:45:55:02,-96
39.45789551734924,C0:1C:4D:45:EA:E6,-96
39.46725010871887,C0:1C:4D:44:6F:F0,-95
39.47501039505005,C0:1C:4D:47:C6:F6,-92
39.47892761230469,C0:1C:4D:47:C8:BD,-85
39.510539531707764,C0:1C:4D:47:40:A3,-80
39.53066420555115,C0:1C:4D:45:B4:64,-96
39.54020142555237,C0:1C:4D:46:8E:2E,-102
39.54640245437622,C0:1C:4D:46:C1:DB,-93
39.5641770362854,C0:1C:4D:44:0F:6C,-92
39.566240549087524,C0:1C:4D:45:EA:E6,-97
39.61161136627197,C0:1C:4D:47:40:A3,-86
39.61572241783142,C0:1C:4D:44:D1:F4,-96
39.63427805900574,C0:1C:4D:46:0B:63,-100
39.64798665046692,C0:1C:4D:47:CF:0A,-92
39.65652132034302,C0:1C:4D:47:67:94,-87
39.661519289016724,C0:1C:4D:45:55:02,-94
39.667349100112915,C0:1C:4D:45:EA:E6,-96
39.67157459259033,C0:1C:4D:44:32:56,-81
39.67561674118042,C0:1C:4D:46:84:EB,-92
39.68755578994751,C0:1C:4D:45:D6:7F,-100
39.68949341773987,C0:1C:4D:47:C6:F6,-94
39.70965552330017,C0:1C:4D:47:C8:BD,-89
39.71851587295532,C0:1C:4D:47:40:A3,-95
39.723427295684814,C0:1C:4D:44:D1:F4,-91
39.747535705566406,C0:1C:4D:47:CF:0A,-99
39.77107810974121,C0:1C:4D:47:67:94,-93
39.773162603378296,C0:1C:4D:46:4B:57,-101
39.778892517089844,C0:1C:4D:44:32:56,-77
39.80663824081421,C0:1C:4D:47:C6:F6,-93
39.82698726654053,C0:1C:4D:47:C8:BD,-81
39.8325777053833,C0:1C:4D:47:40:A3,-87
39.83412718772888,C0:1C:4D:45:B4:64,-99
39.84863328933716,C0:1C:4D:47:CF:0A,-91
39.8726441860199,C0:1C:4D:46:EE:85,-96
39.87491059303284,C0:1C:4D:45:EA:E6,-100
39.87662434577942,C0:1C:4D:46:4B:57,-97
39.8874945640564,C0:1C:4D:44:32:56,-77
39.89388060569763,C0:1C:4D:47:C6:F6,-98
39.91664004325867,C0:1C:4D:46:13:41,-96
39.92949676513672,C0:1C:4D:45:B4:64,-102
39.93672251701355,C0:1C:4D:44:D1:F4,-93
39.9573278427124,C0:1C:4D:47:CF:0A,-89
39.9821240901947,C0:1C:4D:47:67:94,-85
39.984119176864624,C0:1C:4D:46:C1:DB,-91
39.989821672439575,C0:1C:4D:45:EA:E6,-97
39.99123954772949,C0:1C:4D:45:55:02,-98
39.99646282196045,C0:1C:4D:44:32:56,-78
40.01909065246582,C0:1C:4D:46:13:41,-89
40.0208215713501,C0:1C:4D:47:C8:BD,-82
40.04184150695801,C0:1C:4D:45:95:98,-95
40.05595803260803,C0:1C:4D:47:CF:0A,-94
40.074065923690796,C0:1C:4D:47:67:94,-88
40.0812873840332,C0:1C:4D:46:4B:57,-100
40.083571434020996,C0:1C:4D:44:35:40,-91
40.09669375419617,C0:1C:4D:44:6F:F0,-87
40.10551476478577,C0:1C:4D:46:84:EB,-93
40.12710356712341,C0:1C:4D:47:17:D0,-97
40.128077030181885,C0:1C:4D:44:32:56,-77
40.128859519958496,C0:1C:4D:45:D6:7F,-100
40.13984274864197,C0:1C:4D:47:C8:BD,-78
40.1446099281311,C0:1C:4D:45:B4:64,-94
40.145875215530396,C0:1C:4D:47:40:A3,-83
40.14658236503601,C0:1C:4D:45:95:98,-88
40.14727759361267,C0:1C:4D:44:D1:F4,-92
40.16251492500305,C0:1C:4D:46:0B:63,-98
40.177101612091064,C0:1C:4D:46:EE:85,-95
40.178770780563354,C0:1C:4D:46:C1:DB,-83
40.18452048301697,C0:1C:4D:45:EA:E6,-96
40.195544481277466,C0:1C:4D:45:55:02,-97
40.20282292366028,C0:1C:4D:44:32:56,-77
40.2121262550354,C0:1C:4D:47:C6:F6,-89
40.24154281616211,C0:1C:4D:46:13:41,-96
40.25106978416443,C0:1C:4D:45:95:98,-100
40.2536563873291,C0:1C:4D:44:D1:F4,-89
40.26811671257019,C0:1C:4D:46:8E:2E,-94
40.27429246902466,C0:1C:4D:47:CF:0A,-85
40.28144979476929,C0:1C:4D:46:EE:85,-94
40.28780555725098,C0:1C:4D:47:67:94,-96
40.29245686531067,C0:1C:4D:45:EA:E6,-94
40.302674293518066,C0:1C:4D:45:55:02,-97
40.30694079399109,C0:1C:4D:44:6F:F0,-99
40.308659076690674,C0:1C:4D:44:32:56,-78
40.31581664085388,C0:1C:4D:47:C6:F6,-97
40.341753005981445,C0:1C:4D:46:13:41,-86
40.34365797042847,C0:1C:4D:47:C8:BD,-92
40.358826875686646,C0:1C:4D:45:B4:64,-97
40.360498905181885,C0:1C:4D:45:95:98,-92
40.37389421463013,C0:1C:4D:47:0E:9D,-100
40.379250288009644,C0:1C:4D:47:CF:0A,-85
40.38886094093323,C0:1C:4D:47:67:94,-88
40.39386439323425,C0:1C:4D:45:EA:E6,-92
40.395463705062866,C0:1C:4D:47:A8:8E,-97
40.39701724052429,C0:1C:4D:46:4B:57,-96
40.422926902770996,C0:1C:4D:47:C6:F6,-96
40.447163820266724,C0:1C:4D:46:13:41,-87
40.45081400871277,C0:1C:4D:47:40:A3,-93
40.452763080596924,C0:1C:4D:45:B4:64,-94
40.456719636917114,C0:1C:4D:45:95:98,-92
40.45922255516052,C0:1C:4D:44:D1:F4,-91
40.4938440322876,C0:1C:4D:46:C1:DB,-100
40.4980845451355,C0:1C:4D:47:67:94,-86
